road_segment_id,traffic_speed,day,week_day,time,hour,min
1802838360064, 51.5002742222,6,friday,0.0,0,0
1802838360064, 47.7132551111,6,friday,0.15,0,15
1802838360064, 42.1864582222,6,friday,0.30,0,30
1802838360064, 46.6172364444,6,friday,0.45,0,45
1802838360064, 48.1295113333,6,friday,1.0,1,0
1802838360064, 45.0922984444,6,friday,1.15,1,15
1802838360064, 50.1186817778,6,friday,1.30,1,30
1802838360064, 47.8646408889,6,friday,1.45,1,45
1802838360064, 45.7395251111,6,friday,2.0,2,0
1802838360064, 43.0501226667,6,friday,2.15,2,15
1802838360064, 40.1760491111,6,friday,2.30,2,30
1802838360064, 39.9296164444,6,friday,2.45,2,45
1802838360064, 44.495142,6,friday,3.0,3,0
1802838360064, 54.2253920733,6,friday,3.15,3,15
1802838360064, 57.3116870104,6,friday,3.30,3,30
1802838360064, 56.0025091905,6,friday,3.45,3,45
1802838360064, 52.7585421598,6,friday,4.0,4,0
1802838360064, 48.3073513333,6,friday,4.15,4,15
1802838360064, 41.4233142222,6,friday,4.30,4,30
1802838360064, 40.7059133333,6,friday,4.45,4,45
1802838360064, 44.6213037778,6,friday,5.0,5,0
1802838360064, 49.0274026667,6,friday,5.15,5,15
1802838360064, 46.6337546667,6,friday,5.30,5,30
1802838360064, 41.7187295556,6,friday,5.45,5,45
1802838360064, 43.2057704444,6,friday,6.0,6,0
1802838360064, 44.0458468889,6,friday,6.15,6,15
1802838360064, 43.2249586667,6,friday,6.30,6,30
1802838360064, 37.6712662222,6,friday,6.45,6,45
1802838360064, 31.887546,6,friday,7.0,7,0
1802838360064, 29.8165273778,6,friday,7.15,7,15
1802838360064, 26.7347821111,6,friday,7.30,7,30
1802838360064, 26.7806200667,6,friday,7.45,7,45
1802838360064, 34.195458,6,friday,8.0,8,0
1802838360064, 36.8436897778,6,friday,8.15,8,15
1802838360064, 31.0863315556,6,friday,8.30,8,30
1802838360064, 28.3176795556,6,friday,8.45,8,45
1802838360064, 29.9740953333,6,friday,9.0,9,0
1802838360064, 33.6097093333,6,friday,9.15,9,15
1802838360064, 35.360132,6,friday,9.30,9,30
1802838360064, 35.5343046667,6,friday,9.45,9,45
1802838360064, 33.9680933333,6,friday,10.0,10,0
1802838360064, 30.3400775556,6,friday,10.15,10,15
1802838360064, 32.0369473333,6,friday,10.30,10,30
1802838360064, 32.7471055556,6,friday,10.45,10,45
1802838360064, 26.5936533333,6,friday,11.0,11,0
1802838360064, 20.007136,6,friday,11.15,11,15
1802838360064, 24.7986262222,6,friday,11.30,11,30
1802838360064, 31.8419137778,6,friday,11.45,11,45
1802838360064, 29.9970711111,6,friday,12.0,12,0
1802838360064, 28.2755988889,6,friday,12.15,12,15
1802838360064, 34.956492,6,friday,12.30,12,30
1802838360064, 43.5265977778,6,friday,12.45,12,45
1802838360064, 39.793418,6,friday,13.0,13,0
1802838360064, 35.1371431111,6,friday,13.15,13,15
1802838360064, 36.7441591111,6,friday,13.30,13,30
1802838360064, 36.6322715556,6,friday,13.45,13,45
1802838360064, 35.4362795556,6,friday,14.0,14,0
1802838360064, 34.8153397778,6,friday,14.15,14,15
1802838360064, 34.3048611111,6,friday,14.30,14,30
1802838360064, 33.7938926667,6,friday,14.45,14,45
1802838360064, 33.4146042222,6,friday,15.0,15,0
1802838360064, 35.0533268889,6,friday,15.15,15,15
1802838360064, 39.6275793333,6,friday,15.30,15,30
1802838360064, 41.2486766667,6,friday,15.45,15,45
1802838360064, 37.9402273333,6,friday,16.0,16,0
1802838360064, 35.2775873333,6,friday,16.15,16,15
1802838360064, 31.0898593333,6,friday,16.30,16,30
1802838360064, 27.7231382222,6,friday,16.45,16,45
1802838360064, 29.4893128889,6,friday,17.0,17,0
1802838360064, 30.3406935556,6,friday,17.15,17,15
1802838360064, 26.694364,6,friday,17.30,17,30
1802838360064, 26.6008235556,6,friday,17.45,17,45
1802838360064, 27.7179117778,6,friday,18.0,18,0
1802838360064, 26.1674402222,6,friday,18.15,18,15
1802838360064, 25.8998633333,6,friday,18.30,18,30
1802838360064, 26.3537453333,6,friday,18.45,18,45
1802838360064, 28.1730093333,6,friday,19.0,19,0
1802838360064, 28.5629437778,6,friday,19.15,19,15
1802838360064, 31.0072153333,6,friday,19.30,19,30
1802838360064, 31.9911977778,6,friday,19.45,19,45
1802838360064, 28.47821,6,friday,20.0,20,0
1802838360064, 28.6154613333,6,friday,20.15,20,15
1802838360064, 32.8841502222,6,friday,20.30,20,30
1802838360064, 34.550786,6,friday,20.45,20,45
1802838360064, 38.7852842222,6,friday,21.0,21,0
1802838360064, 39.457176,6,friday,21.15,21,15
1802838360064, 37.0030108889,6,friday,21.30,21,30
1802838360064, 38.9941568889,6,friday,21.45,21,45
1802838360064, 39.9631842222,6,friday,22.0,22,0
1802838360064, 44.1226491111,6,friday,22.15,22,15
1802838360064, 46.6484537778,6,friday,22.30,22,30
1802838360064, 41.2766284444,6,friday,22.45,22,45
1802838360064, 38.4825342222,6,friday,23.0,23,0
1802838360064, 39.5226206667,6,friday,23.15,23,15
1802838360064, 35.1739926667,6,friday,23.30,23,30
1802838360064, 33.9302522222,6,friday,23.45,23,45
1802838360064, 37.417666,13,friday,0.0,0,0
1802838360064, 36.6874786667,13,friday,0.15,0,15
1802838360064, 35.4845968889,13,friday,0.30,0,30
1802838360064, 40.092102,13,friday,0.45,0,45
1802838360064, 42.9363373333,13,friday,1.0,1,0
1802838360064, 41.0144848889,13,friday,1.15,1,15
1802838360064, 45.6049215556,13,friday,1.30,1,30
1802838360064, 48.1402106667,13,friday,1.45,1,45
1802838360064, 45.8304166667,13,friday,2.0,2,0
1802838360064, 42.5110817778,13,friday,2.15,2,15
1802838360064, 40.7380877778,13,friday,2.30,2,30
1802838360064, 46.7973373333,13,friday,2.45,2,45
1802838360064, 53.9318991111,13,friday,3.0,3,0
1802838360064, 50.530083295,13,friday,3.15,3,15
1802838360064, 44.9280995062,13,friday,3.30,3,30
1802838360064, 43.770325315,13,friday,3.45,3,45
1802838360064, 43.0749142222,13,friday,4.0,4,0
1802838360064, 44.9102882222,13,friday,4.15,4,15
1802838360064, 47.2142608889,13,friday,4.30,4,30
1802838360064, 50.6363313333,13,friday,4.45,4,45
1802838360064, 53.2502011111,13,friday,5.0,5,0
1802838360064, 47.3766611111,13,friday,5.15,5,15
1802838360064, 41.0933226667,13,friday,5.30,5,30
1802838360064, 40.4381111111,13,friday,5.45,5,45
1802838360064, 39.9893426667,13,friday,6.0,6,0
1802838360064, 38.2601444444,13,friday,6.15,6,15
1802838360064, 36.2884857778,13,friday,6.30,6,30
1802838360064, 35.2980377778,13,friday,6.45,6,45
1802838360064, 30.277668,13,friday,7.0,7,0
1802838360064, 24.7477624444,13,friday,7.15,7,15
1802838360064, 19.8667785333,13,friday,7.30,7,30
1802838360064, 18.9883868889,13,friday,7.45,7,45
1802838360064, 25.4347112444,13,friday,8.0,8,0
1802838360064, 29.8650231111,13,friday,8.15,8,15
1802838360064, 31.3106322222,13,friday,8.30,8,30
1802838360064, 33.7153008889,13,friday,8.45,8,45
1802838360064, 31.6763086667,13,friday,9.0,9,0
1802838360064, 26.795128,13,friday,9.15,9,15
1802838360064, 27.1516457778,13,friday,9.30,9,30
1802838360064, 28.6073955556,13,friday,9.45,9,45
1802838360064, 27.1163491111,13,friday,10.0,10,0
1802838360064, 23.2207827816,13,friday,10.15,10,15
1802838360064, 25.0286064368,13,friday,10.30,10,30
1802838360064, 34.6403121379,13,friday,10.45,10,45
1802838360064, 42.0940895556,13,friday,11.0,11,0
1802838360064, 40.4093533333,13,friday,11.15,11,15
1802838360064, 35.0955364444,13,friday,11.30,11,30
1802838360064, 35.3449846667,13,friday,11.45,11,45
1802838360064, 34.3826464444,13,friday,12.0,12,0
1802838360064, 29.917248,13,friday,12.15,12,15
1802838360064, 27.2157751111,13,friday,12.30,12,30
1802838360064, 27.810916,13,friday,12.45,12,45
1802838360064, 31.032598,13,friday,13.0,13,0
1802838360064, 35.6127286667,13,friday,13.15,13,15
1802838360064, 36.5926413333,13,friday,13.30,13,30
1802838360064, 34.8823237778,13,friday,13.45,13,45
1802838360064, 33.948856,13,friday,14.0,14,0
1802838360064, 35.1807082222,13,friday,14.15,14,15
1802838360064, 36.7307248889,13,friday,14.30,14,30
1802838360064, 33.6922688889,13,friday,14.45,14,45
1802838360064, 30.4338395556,13,friday,15.0,15,0
1802838360064, 30.4044493333,13,friday,15.15,15,15
1802838360064, 34.2067935556,13,friday,15.30,15,30
1802838360064, 35.3729504444,13,friday,15.45,15,45
1802838360064, 28.8754391111,13,friday,16.0,16,0
1802838360064, 21.0472148889,13,friday,16.15,16,15
1802838360064, 21.3834215556,13,friday,16.30,16,30
1802838360064, 26.4147424444,13,friday,16.45,16,45
1802838360064, 26.6411472444,13,friday,17.0,17,0
1802838360064, 21.3745533333,13,friday,17.15,17,15
1802838360064, 20.9831880889,13,friday,17.30,17,30
1802838360064, 23.5898793333,13,friday,17.45,17,45
1802838360064, 25.6270435556,13,friday,18.0,18,0
1802838360064, 29.707066,13,friday,18.15,18,15
1802838360064, 33.084246,13,friday,18.30,18,30
1802838360064, 34.7767771111,13,friday,18.45,18,45
1802838360064, 34.6189135556,13,friday,19.0,19,0
1802838360064, 33.4719008889,13,friday,19.15,19,15
1802838360064, 32.4376464444,13,friday,19.30,19,30
1802838360064, 31.6037968889,13,friday,19.45,19,45
1802838360064, 32.4429451111,13,friday,20.0,20,0
1802838360064, 33.6764748889,13,friday,20.15,20,15
1802838360064, 33.9513128889,13,friday,20.30,20,30
1802838360064, 33.1137426667,13,friday,20.45,20,45
1802838360064, 32.4426173333,13,friday,21.0,21,0
1802838360064, 33.1769642222,13,friday,21.15,21,15
1802838360064, 33.2360591111,13,friday,21.30,21,30
1802838360064, 34.792646,13,friday,21.45,21,45
1802838360064, 37.3929862222,13,friday,22.0,22,0
1802838360064, 37.5878028889,13,friday,22.15,22,15
1802838360064, 38.414676,13,friday,22.30,22,30
1802838360064, 41.4476108889,13,friday,22.45,22,45
1802838360064, 47.923262,13,friday,23.0,23,0
1802838360064, 52.9922684444,13,friday,23.15,23,15
1802838360064, 50.9301657778,13,friday,23.30,23,30
1802838360064, 45.1356455556,13,friday,23.45,23,45
1802838360064, 37.7430313333,20,friday,0.0,0,0
1802838360064, 38.0524253333,20,friday,0.15,0,15
1802838360064, 37.1713231111,20,friday,0.30,0,30
1802838360064, 35.8551511111,20,friday,0.45,0,45
1802838360064, 34.4191146667,20,friday,1.0,1,0
1802838360064, 36.806482,20,friday,1.15,1,15
1802838360064, 37.3155966667,20,friday,1.30,1,30
1802838360064, 38.9727008889,20,friday,1.45,1,45
1802838360064, 38.5607368889,20,friday,2.0,2,0
1802838360064, 34.835416,20,friday,2.15,2,15
1802838360064, 38.8686006667,20,friday,2.30,2,30
1802838360064, 47.6883651111,20,friday,2.45,2,45
1802838360064, 45.1482642222,20,friday,3.0,3,0
1802838360064, 37.7015013333,20,friday,3.15,3,15
1802838360064, 36.1185175556,20,friday,3.30,3,30
1802838360064, 42.2962597778,20,friday,3.45,3,45
1802838360064, 48.2505608889,20,friday,4.0,4,0
1802838360064, 43.3776513333,20,friday,4.15,4,15
1802838360064, 42.3767775556,20,friday,4.30,4,30
1802838360064, 42.1254628889,20,friday,4.45,4,45
1802838360064, 38.0989322222,20,friday,5.0,5,0
1802838360064, 44.4481913333,20,friday,5.15,5,15
1802838360064, 54.5669404444,20,friday,5.30,5,30
1802838360064, 51.0388406667,20,friday,5.45,5,45
1802838360064, 38.2602202222,20,friday,6.0,6,0
1802838360064, 33.3672024444,20,friday,6.15,6,15
1802838360064, 35.8658257778,20,friday,6.30,6,30
1802838360064, 36.2543928889,20,friday,6.45,6,45
1802838360064, 31.4689531111,20,friday,7.0,7,0
1802838360064, 21.2000787778,20,friday,7.15,7,15
1802838360064, 15.8214636667,20,friday,7.30,7,30
1802838360064, 16.0670108889,20,friday,7.45,7,45
1802838360064, 21.5538251111,20,friday,8.0,8,0
1802838360064, 31.0529233333,20,friday,8.15,8,15
1802838360064, 33.07275,20,friday,8.30,8,30
1802838360064, 30.0533746667,20,friday,8.45,8,45
1802838360064, 25.9107644444,20,friday,9.0,9,0
1802838360064, 18.2366383778,20,friday,9.15,9,15
1802838360064, 15.5058914444,20,friday,9.30,9,30
1802838360064, 17.9614214222,20,friday,9.45,9,45
1802838360064, 17.3483207111,20,friday,10.0,10,0
1802838360064, 20.3629505333,20,friday,10.15,10,15
1802838360064, 30.6345497333,20,friday,10.30,10,30
1802838360064, 35.138006,20,friday,10.45,10,45
1802838360064, 33.1113151111,20,friday,11.0,11,0
1802838360064, 32.5125488889,20,friday,11.15,11,15
1802838360064, 35.6174928889,20,friday,11.30,11,30
1802838360064, 37.337524,20,friday,11.45,11,45
1802838360064, 32.3933028889,20,friday,12.0,12,0
1802838360064, 29.9141897778,20,friday,12.15,12,15
1802838360064, 30.6173273333,20,friday,12.30,12,30
1802838360064, 33.7588788889,20,friday,12.45,12,45
1802838360064, 34.7107644444,20,friday,13.0,13,0
1802838360064, 30.7761633333,20,friday,13.15,13,15
1802838360064, 31.5542024444,20,friday,13.30,13,30
1802838360064, 33.4231442222,20,friday,13.45,13,45
1802838360064, 36.3266064444,20,friday,14.0,14,0
1802838360064, 39.3441373333,20,friday,14.15,14,15
1802838360064, 37.9156242222,20,friday,14.30,14,30
1802838360064, 37.1592153333,20,friday,14.45,14,45
1802838360064, 34.7031646667,20,friday,15.0,15,0
1802838360064, 29.6451424444,20,friday,15.15,15,15
1802838360064, 32.1025682222,20,friday,15.30,15,30
1802838360064, 33.8122444444,20,friday,15.45,15,45
1802838360064, 29.7567282222,20,friday,16.0,16,0
1802838360064, 28.8747535556,20,friday,16.15,16,15
1802838360064, 33.0682273333,20,friday,16.30,16,30
1802838360064, 37.3615633333,20,friday,16.45,16,45
1802838360064, 34.5131604609,20,friday,17.0,17,0
1802838360064, 29.9883686667,20,friday,17.15,17,15
1802838360064, 28.8778599772,20,friday,17.30,17,30
1802838360064, 30.5233068889,20,friday,17.45,17,45
1802838360064, 27.9539297778,20,friday,18.0,18,0
1802838360064, 24.1595468889,20,friday,18.15,18,15
