road_segment_id,traffic_speed,day,week_day,time,hour,min
1802838360064, 49.1788097778,1,sunday,0.0,0,0
1802838360064, 46.4181193333,1,sunday,0.15,0,15
1802838360064, 43.8251122222,1,sunday,0.30,0,30
1802838360064, 43.6574486667,1,sunday,0.45,0,45
1802838360064, 44.3502175556,1,sunday,1.0,1,0
1802838360064, 37.975008,1,sunday,1.15,1,15
1802838360064, 45.7895657778,1,sunday,1.30,1,30
1802838360064, 54.0615313333,1,sunday,1.45,1,45
1802838360064, 43.576682,1,sunday,2.0,2,0
1802838360064, 39.4063286667,1,sunday,2.15,2,15
1802838360064, 43.5888024444,1,sunday,2.30,2,30
1802838360064, 42.5026655556,1,sunday,2.45,2,45
1802838360064, 39.946128,1,sunday,3.0,3,0
1802838360064, 48.8532164444,1,sunday,3.15,3,15
1802838360064, 62.2274935556,1,sunday,3.30,3,30
1802838360064, 59.2351717778,1,sunday,3.45,3,45
1802838360064, 49.3316657778,1,sunday,4.0,4,0
1802838360064, 47.0715315556,1,sunday,4.15,4,15
1802838360064, 53.9116888889,1,sunday,4.30,4,30
1802838360064, 52.8187795556,1,sunday,4.45,4,45
1802838360064, 43.536074,1,sunday,5.0,5,0
1802838360064, 37.790604,1,sunday,5.15,5,15
1802838360064, 35.7976497778,1,sunday,5.30,5,30
1802838360064, 38.0557115556,1,sunday,5.45,5,45
1802838360064, 36.7651628889,1,sunday,6.0,6,0
1802838360064, 38.7399197778,1,sunday,6.15,6,15
1802838360064, 40.7724395556,1,sunday,6.30,6,30
1802838360064, 38.7276148889,1,sunday,6.45,6,45
1802838360064, 34.2682172444,1,sunday,7.0,7,0
1802838360064, 28.7923098889,1,sunday,7.15,7,15
1802838360064, 33.1148319778,1,sunday,7.30,7,30
1802838360064, 37.8176717778,1,sunday,7.45,7,45
1802838360064, 39.9141213333,1,sunday,8.0,8,0
1802838360064, 38.1187371111,1,sunday,8.15,8,15
1802838360064, 37.7902433333,1,sunday,8.30,8,30
1802838360064, 39.235158,1,sunday,8.45,8,45
1802838360064, 38.1362533333,1,sunday,9.0,9,0
1802838360064, 36.1275468889,1,sunday,9.15,9,15
1802838360064, 33.3884991111,1,sunday,9.30,9,30
1802838360064, 29.9563213333,1,sunday,9.45,9,45
1802838360064, 30.3002566667,1,sunday,10.0,10,0
1802838360064, 35.1089782222,1,sunday,10.15,10,15
1802838360064, 36.0049920383,1,sunday,10.30,10,30
1802838360064, 36.9150857143,1,sunday,10.45,10,45
1802838360064, 39.439868468,1,sunday,11.0,11,0
1802838360064, 36.0548413333,1,sunday,11.15,11,15
1802838360064, 35.6617808889,1,sunday,11.30,11,30
1802838360064, 35.527958,1,sunday,11.45,11,45
1802838360064, 33.1716277778,1,sunday,12.0,12,0
1802838360064, 39.2738786667,1,sunday,12.15,12,15
1802838360064, 41.0990573333,1,sunday,12.30,12,30
1802838360064, 33.9835084444,1,sunday,12.45,12,45
1802838360064, 32.5143051111,1,sunday,13.0,13,0
1802838360064, 34.560368,1,sunday,13.15,13,15
1802838360064, 37.7921766667,1,sunday,13.30,13,30
